file,n_utt,n_child,n_caregiver,n_other,caregiver_to_child_ratio,pct_mor,pct_gra,pct_rich_dep,pct_zero_tokens,mean_tokens,median_tokens,n_total_word_tokens,pct_control_word_tokens,pct_period,pct_question,pct_exclamation,pct_other_term,header_types,n_distinct_header_types,subcorpus,pool,child
011000a,1022,519,353,150,0.6801541425818882,0.9853228962818004,0.9853228962818004,0.162426614481409,0.00684931506849315,3.344422700587084,3.0,3418,0.03247513165593915,0.8033268101761253,0.17318982387475537,0.0,0.023483365949119372,begin|comment|date|end|id|languages|participants|pid|situation|tape_location|time_duration|types|utf8,13,Brown,English,Eve
011000b,1060,547,278,235,0.5082266910420475,0.9867924528301887,0.9867924528301887,0.12358490566037736,0.018867924528301886,3.310377358490566,3.0,3509,0.03305785123966942,0.7556603773584906,0.2339622641509434,0.0,0.010377358490566037,begin|comment|date|end|id|languages|participants|pid|tape_location|time_duration|types|utf8,12,Brown,English,Eve
020305,259,125,102,32,0.816,0.8301158301158301,0.8301158301158301,0.2548262548262548,0.04633204633204633,2.2393822393822393,2.0,580,0.11896551724137931,0.7027027027027027,0.28957528957528955,0.003861003861003861,0.003861003861003861,begin|birth|comment|date|end|id|languages|participants|pid|time_duration|types|utf8,12,Brown,English,Sarah
020307,621,319,286,16,0.896551724137931,0.8824476650563607,0.8824476650563607,0.15136876006441224,0.027375201288244767,2.156199677938808,2.0,1339,0.1053024645257655,0.7262479871175523,0.2640901771336554,0.00644122383252818,0.00322061191626409,begin|birth|comment|date|end|id|languages|participants|pid|tape_location|time_duration|types|utf8,13,Brown,English,Sarah
020319,849,417,312,120,0.7482014388489209,0.866902237926973,0.866902237926973,0.14016489988221437,0.05771495877502945,2.1248527679623086,2.0,1804,0.07982261640798226,0.7055359246171967,0.29093050647820967,0.0035335689045936395,0.0,begin|birth|comment|date|end|id|languages|participants|pid|situation|tape_location|types|utf8,13,Brown,English,Sarah
020322,299,148,151,0,1.0202702702702702,0.7926421404682275,0.7926421404682275,0.2408026755852843,0.06354515050167224,2.3612040133779266,1.0,706,0.12606232294617564,0.745819397993311,0.22408026755852842,0.023411371237458192,0.006688963210702341,begin|comment|date|end|id|languages|participants|pid|situation|tape_location|time_duration|types|utf8,13,Brown,English,Sarah
020326,520,213,284,23,1.3333333333333333,0.801923076923077,0.801923076923077,0.33653846153846156,0.05,2.5576923076923075,2.0,1330,0.09699248120300752,0.7557692307692307,0.2076923076923077,0.01730769230769231,0.019230769230769232,begin|comment|date|end|id|languages|participants|pid|situation|tape_location|time_duration|types|utf8,13,Brown,English,Sarah
020328,595,274,319,2,1.1642335766423357,0.853781512605042,0.853781512605042,0.16638655462184873,0.015126050420168067,2.376470588235294,2.0,1414,0.1074964639321075,0.7210084033613445,0.2504201680672269,0.020168067226890758,0.008403361344537815,begin|comment|date|end|id|languages|participants|pid|situation|tape_location|time_duration|types|utf8,13,Brown,English,Sarah
020410,742,324,416,2,1.2839506172839505,0.8557951482479784,0.8557951482479784,0.18598382749326145,0.05390835579514825,2.509433962264151,1.0,1862,0.08270676691729323,0.7560646900269542,0.215633423180593,0.02021563342318059,0.008086253369272238,begin|comment|date|end|id|languages|participants|pid|situation|tape_location|time_duration|types|utf8,13,Brown,English,Sarah
020412,660,388,257,15,0.6623711340206185,0.8227272727272728,0.8227272727272728,0.21363636363636362,0.022727272727272728,2.587878787878788,2.0,1708,0.12587822014051522,0.7848484848484848,0.19090909090909092,0.013636363636363636,0.010606060606060607,begin|comment|date|end|id|languages|participants|pid|situation|time_duration|types|utf8,12,Brown,English,Sarah
020417,567,258,291,18,1.127906976744186,0.8165784832451499,0.8165784832451499,0.27336860670194,0.02821869488536155,2.8835978835978837,2.0,1635,0.08501529051987768,0.7319223985890653,0.26102292768959434,0.005291005291005291,0.001763668430335097,begin|comment|date|end|id|languages|participants|pid|situation|tape_location|time_duration|types|utf8,13,Brown,English,Sarah
020419,854,460,389,5,0.8456521739130435,0.8067915690866511,0.8067915690866511,0.18149882903981265,0.03278688524590164,2.2131147540983607,2.0,1890,0.11216931216931217,0.7177985948477752,0.265807962529274,0.0117096018735363,0.00468384074941452,begin|birth|comment|date|end|id|languages|participants|pid|situation|tape_location|time_duration|types|utf8,14,Brown,English,Sarah
011007,1400,491,860,49,1.7515274949083504,0.91,0.91,0.19214285714285714,0.03214285714285714,2.7142857142857144,2.0,3800,0.03973684210526316,0.7157142857142857,0.2692857142857143,0.002142857142857143,0.012857142857142857,activities|begin|comment|date|end|id|languages|lazy_gem|location|media|participants|pid|situation|time_duration|time_start|types|utf8,17,Manchester,English-Manchester,Anne
011021,1879,799,1031,49,1.290362953692115,0.9260244811069718,0.9260244811069718,0.05907397551889303,0.03033528472591804,2.492283129324109,2.0,4683,0.056160580824257955,0.7695582756785524,0.22032996274614156,0.0005321979776476849,0.009579563597658328,activities|begin|comment|date|end|id|languages|lazy_gem|location|media|participants|pid|situation|time_duration|time_start|types|utf8|warning,18,Manchester,English-Manchester,Anne
011104,1849,712,1077,60,1.5126404494382022,0.9107625743645213,0.9107625743645213,0.03569497025419145,0.018929150892374257,2.5240670632774473,2.0,4667,0.04821084208270838,0.7760951865873446,0.21525148729042726,0.0,0.008653326122228232,activities|begin|comment|date|end|id|languages|lazy_gem|location|media|participants|pid|situation|time_duration|time_start|types|utf8,17,Manchester,English-Manchester,Anne
