file,corpus_dir,child,n_utt,n_speakers,n_participants_declared,has_investigator,n_caregiver_codes,duration_minutes,Situation,Activities,Location,Types,Transcriber,pct_xxx,pct_yyy,pct_www,pct_amp_event,pct_timecode,pct_plus_info,pct_CHI,pct_MOT,pct_FAT,pct_INV,pct_mor,pct_gra,pct_com,pct_sit,pct_act,pct_exp,pct_spa,pct_xpho,pct_err,pct_add,n_distinct_dep_tiers,subcorpus
020412,English,Sarah,660,4,4,1,1,20.0,"Roger Brown , Gloria and Courtney are present",,,"long, toyplay, TD",,0.2318181818181818,0.025757575757575757,0.0015151515151515152,0.0,0.0,0.0,0.5878787878787879,0.3893939393939394,0.0,0.0,0.8227272727272728,0.8227272727272728,0.012121212121212121,0.00909090909090909,0.08181818181818182,0.00909090909090909,0.0,0.04090909090909091,0.0,0.004545454545454545,12,Brown
020417,English,Sarah,567,4,4,1,1,30.0,"This has evidently been a lazy morning , and Sarah is still in her pajamas. Sarah stands on kitchen chair , Mother standing beside her , undressing her. At first , only Mother's mike is on.",,,"long, toyplay, TD",,0.16049382716049382,0.07054673721340388,0.001763668430335097,0.005291005291005291,0.0,0.0,0.455026455026455,0.5132275132275133,0.0,0.0,0.8165784832451499,0.8165784832451499,0.019400352733686066,0.003527336860670194,0.10582010582010581,0.012345679012345678,0.0,0.08112874779541446,0.015873015873015872,0.0,11,Brown
020419,English,Sarah,854,5,5,1,3,30.0,"Sarah's father is home from work today. Father and Sarah are in Sarah's room. Sarah is holding Bugs Bunny and is pulling his string and making him ""talk"".",,,"long, toyplay, TD",,0.18384074941451992,0.03161592505854801,0.00234192037470726,0.01873536299765808,0.0,0.0,0.5386416861826698,0.13700234192037472,0.31733021077283374,0.0,0.8067915690866511,0.8067915690866511,0.02927400468384075,0.00936768149882904,0.06206088992974239,0.00819672131147541,0.0,0.03629976580796253,0.0,0.0,11,Brown
011007,English-UK,Anne,1400,3,3,1,1,30.0,Structured Play,"Duplo Zoo , doll and basket of food","West Bridgford , Nott , UK","long, toyplay, TD",,0.08642857142857142,0.0,0.027857142857142858,0.010714285714285714,0.0,0.0,0.3507142857142857,0.6142857142857143,0.0,0.035,0.91,0.91,0.085,0.004285714285714286,0.06571428571428571,0.009285714285714286,0.0,0.0,0.0035714285714285713,0.02857142857142857,10,Manchester
011021,English-UK,Anne,1879,3,3,1,1,30.0,MOT goes out to talk to the workmen then returns,"doll , Duplo zoo and basket of food","West Bridgford , Nott , UK","long, toyplay, TD",,0.09366684406599254,0.0,0.012240553485896753,0.022352315061202766,0.0,0.0,0.4252261841405003,0.5486961149547632,0.0,0.026077700904736562,0.9260244811069718,0.9260244811069718,0.027142096860031932,0.0010643959552953698,0.010643959552953698,0.0015965939329430547,0.0,0.0,0.006386375731772219,0.013304949441192123,9,Manchester
011104,English-UK,Anne,1849,4,4,1,1,30.0,Structured Play,putting a train+set together,"West Bridgford , Nott , UK","long, toyplay, TD",,0.09518658734451055,0.0,0.022714981070849107,0.017306652244456464,0.0,0.0,0.3850730124391563,0.5824770146024878,0.0,0.030827474310438075,0.9107625743645213,0.9107625743645213,0.006489994591671174,0.0005408328826392645,0.0027041644131963224,0.0005408328826392645,0.0,0.0,0.0027041644131963224,0.023255813953488372,9,Manchester
011106,English-UK,Anne,2158,4,4,1,1,30.0,Structured Play,jigsaw then plastic toys,"West Bridgford , Nott , UK","long, toyplay, TD",,0.11816496756255793,0.0,0.015755329008341055,0.011121408711770158,0.0,0.0,0.3632993512511585,0.6149212233549582,0.0,0.018999073215940687,0.9063948100092678,0.9063948100092678,0.006487488415199258,0.0004633920296570899,0.0023169601482854493,0.0004633920296570899,0.0,0.0,0.0013901760889712697,0.017145505097312327,10,Manchester
011118,English-UK,Anne,1942,3,3,1,1,30.0,Structured Play,"Duplo zoo , basket of food , doll , car with panda , and hoops .","West Bridgford , Nott , UK","long, toyplay, TD",,0.0690010298661174,0.0,0.007209062821833162,0.01956745623069001,0.0,0.0,0.3928939237899073,0.5937178166838311,0.0,0.013388259526261586,0.9541709577754892,0.9541709577754892,0.02265705458290422,0.0,0.0010298661174047373,0.008238928939237899,0.0,0.0,0.0010298661174047373,0.006179196704428424,8,Manchester
011120,English-UK,Anne,1841,3,3,1,1,34.0,Structured Play,"Duplo zoo , basket of food , doll , car with panda , and hoops .","West Bridgford , Nott , UK","long, toyplay, TD",,0.047256925583921784,0.0,0.015752308527973928,0.016295491580662683,0.0,0.0,0.3628462791960891,0.6230309614340033,0.0,0.014122759369907659,0.9587180879956545,0.9587180879956545,0.015752308527973928,0.0,0.0032590983161325366,0.0005431830526887561,0.0,0.0,0.0016295491580662683,0.015209125475285171,8,Manchester
020015,English-UK,Anne,1762,3,3,1,1,-25.0,Structured Play,"Duplo zoo , basket of food , panda and car , hoops , doll","West Bridgford , Nott , UK","long, toyplay, TD",,0.043132803632236094,0.0,0.0022701475595913734,0.0170261066969353,0.0,0.0,0.358683314415437,0.6407491486946651,0.0,0.0005675368898978433,0.9687854710556186,0.9687854710556186,0.017593643586833144,0.0,0.007945516458569807,0.00340522133938706,0.0,0.0,0.0,0.00170261066969353,7,Manchester
020017,English-UK,Anne,1813,3,3,1,1,30.0,Sructured Play,"Duplo zoo , basket of food , doll , panda and car , hoops","West Bridgford , Nott , UK","long, toyplay, TD",,0.06012134583563155,0.0,0.004964147821290678,0.02040816326530612,0.0,0.0,0.392719249862107,0.5934914506343077,0.0,0.013789299503585218,0.9652509652509652,0.9652509652509652,0.019856591285162713,0.0,0.007170435741864313,0.003309431880860452,0.0,0.0,0.0,0.0027578599007170436,7,Manchester
020029,English-UK,Anne,1989,3,3,1,1,30.0,Structured Play,,"West Bridgford , Nott , UK","long, toyplay, TD",,0.05681246857717446,0.0,0.0030165912518853697,0.010558069381598794,0.0,0.0015082956259426848,0.3815987933634992,0.5887380593262946,0.0,0.029663147310206132,0.9607843137254902,0.9607843137254902,0.008044243338360985,0.001005530417295123,0.002011060834590246,0.0,0.0,0.0,0.0,0.0030165912518853697,8,Manchester
020108,English-UK,Anne,1740,3,3,1,1,-30.0,Structured Play,"Duplo zoo , basket of food , doll's clothes , panda and car , hoops","West Bridgford , Nott , UK","long, toyplay, TD",,0.03620689655172414,0.0,0.0034482758620689655,0.015517241379310345,0.0,0.0,0.3252873563218391,0.6660919540229885,0.0,0.008620689655172414,0.9804597701149426,0.9804597701149426,0.013793103448275862,0.0,0.00632183908045977,0.008620689655172414,0.0,0.0,0.005747126436781609,0.0028735632183908046,8,Manchester
011112,English-UK,Aran,1616,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.021658415841584157,0.0,0.0024752475247524753,0.02042079207920792,0.0,0.0,0.3087871287128713,0.6602722772277227,0.0,0.03094059405940594,0.9882425742574258,0.9882425742574258,0.0,0.0,0.0,0.0,0.0,0.0,0.0012376237623762376,0.0024752475247524753,4,Manchester
011126,English-UK,Aran,1484,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.018194070080862535,0.0,0.0033692722371967657,0.024932614555256066,0.0,0.0,0.33221024258760107,0.6597035040431267,0.0,0.008086253369272238,0.9919137466307277,0.9919137466307277,0.0013477088948787063,0.0,0.0,0.0006738544474393531,0.0,0.0,0.0020215633423180594,0.0033692722371967657,6,Manchester
020002,English-UK,Aran,1655,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.038066465256797584,0.0012084592145015106,0.0030211480362537764,0.018731117824773415,0.0,0.0,0.3365558912386707,0.654380664652568,0.0,0.00906344410876133,0.9782477341389728,0.9782477341389728,0.002416918429003021,0.0,0.0,0.0006042296072507553,0.0,0.0,0.016314199395770394,0.0030211480362537764,6,Manchester
020009,English-UK,Aran,1763,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.03743618831537152,0.0005672149744753262,0.0005672149744753262,0.02041973908111174,0.0,0.0,0.37833238797504254,0.6114577424844015,0.0,0.01020986954055587,0.9795802609188883,0.9795802609188883,0.00737379466817924,0.0,0.0,0.0,0.0,0.0,0.009075439591605219,0.0005672149744753262,5,Manchester
020100,English-UK,Aran,1531,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.040496407576747225,0.0,0.002612671456564337,0.007184846505551927,0.0,0.0,0.4082299150881777,0.5787067276290007,0.0,0.013063357282821686,0.9784454604833442,0.9784454604833442,0.009144350097975179,0.0,0.0,0.0,0.0,0.0,0.025473546701502287,0.001959503592423253,5,Manchester
020107,English-UK,Aran,1615,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.03715170278637771,0.0,0.004953560371517028,0.014241486068111455,0.0,0.0,0.3931888544891641,0.5690402476780185,0.0,0.03777089783281734,0.9777089783281734,0.9777089783281734,0.006191950464396285,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.0043343653250774,5,Manchester
020121,English-UK,Aran,1669,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.040143798681845415,0.0,0.0005991611743559018,0.016776512881965248,0.0,0.0,0.36069502696225286,0.6231276213301378,0.0,0.016177351707609346,0.981426003594967,0.981426003594967,0.002396644697423607,0.0,0.0,0.0005991611743559018,0.0,0.0,0.0347513481126423,0.0005991611743559018,6,Manchester
020128,English-UK,Aran,1736,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.03744239631336405,0.0,0.001152073732718894,0.012672811059907835,0.0,0.0,0.347926267281106,0.6359447004608295,0.0,0.016129032258064516,0.9821428571428571,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.000576036866359447,4,Manchester
020211,English-UK,Aran,1599,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.023764853033145718,0.0,0.001876172607879925,0.006253908692933083,0.0,0.0,0.31081926203877425,0.6741713570981863,0.0,0.0150093808630394,0.9887429643527205,0.9887429643527205,0.0,0.0,0.0,0.0,0.0,0.0,0.028767979987492184,0.001876172607879925,4,Manchester
020218,English-UK,Aran,1670,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.04311377245508982,0.0,0.0011976047904191617,0.009580838323353293,0.0,0.0,0.3251497005988024,0.6622754491017964,0.0,0.012574850299401197,0.9706586826347305,0.9706586826347305,0.0,0.0,0.0,0.0005988023952095808,0.0,0.0,0.03592814371257485,0.0011976047904191617,5,Manchester
020007,English-UK,Becky,1671,3,3,1,1,30.0,Structured Play,"Duplo zoo , basket of food and doll","Bramcote Hills , Nott , UK","long, toyplay, TD",,0.09395571514063435,0.0,0.017354877318970677,0.01615798922800718,0.0,0.0,0.4428485936564931,0.509275882704967,0.0,0.047875523638539794,0.9114302812687014,0.9114302812687014,0.0933572710951526,0.0047875523638539795,0.06104129263913824,0.006582884500299222,0.0,0.0,0.0023937761819269898,0.02154398563734291,9,Manchester
020014,English-UK,Becky,1858,3,3,1,1,30.0,Structured Play,"Duplo Zoo , basket of food and doll","Bramcote Hills , Nott , UK","long, toyplay, TD",,0.07642626480086114,0.0,0.016684607104413347,0.013455328310010764,0.0,0.0,0.38858988159311086,0.5828848223896663,0.0,0.02852529601722282,0.9316469321851453,0.9316469321851453,0.06620021528525297,0.001076426264800861,0.02906350914962325,0.008073196986006458,0.0,0.0,0.0032292787944025836,0.01829924650161464,10,Manchester
020028,English-UK,Becky,1948,3,3,1,1,30.0,Structured Play,,"Bramcote Hills , Nott , UK","long, toyplay, TD",,0.1175564681724846,0.0,0.013860369609856264,0.01591375770020534,0.0,0.0,0.3932238193018481,0.5682751540041068,0.0,0.038501026694045176,0.8927104722792608,0.8927104722792608,0.007186858316221766,0.001540041067761807,0.002566735112936345,0.002566735112936345,0.0,0.0,0.000513347022587269,0.014887063655030801,10,Manchester
020111,English-UK,Becky,1691,3,3,1,1,-30.0,Structured Play,,"Bramcote Hills , Nott , UK","long, toyplay, TD",,0.07392075694855116,0.0,0.0029568302779420462,0.013010053222945003,0.0,0.0,0.42460082791247783,0.537551744529864,0.0,0.03784742755765819,0.9426374926079243,0.9426374926079243,0.02897693672383205,0.0,0.004139562389118865,0.00768775872264932,0.0,0.0,0.0017740981667652277,0.004139562389118865,8,Manchester
020124,English-UK,Becky,1871,3,3,1,1,-30.0,stopped tape for Becky to be changed,"Duplo , doll , panda and car , hoops , basket of food","Bramcote Hills , Nott , UK","long, toyplay, TD",,0.058257616247995726,0.0,0.002137894174238375,0.009086050240513094,0.0,0.0,0.45163014430785675,0.535542490646713,0.0,0.012827365045430252,0.9625868519508284,0.9625868519508284,0.024585783003741316,0.0,0.0037413148049171567,0.005879208979155532,0.0,0.0,0.0005344735435595938,0.002137894174238375,8,Manchester
020130,English-UK,Becky,1828,3,3,1,1,30.0,Sructured Play,"Duplo zoo , basket of food , panda and car , hoops , doll","Bramcote Hills , Nott , UK","long, toyplay, TD",,0.05415754923413567,0.0,0.00437636761487965,0.007111597374179431,0.0,0.0,0.39059080962800874,0.600656455142232,0.0,0.0087527352297593,0.9638949671772429,0.9638949671772429,0.019146608315098467,0.0,0.004923413566739606,0.005470459518599562,0.0,0.0,0.0,0.00437636761487965,7,Manchester
020215,English-UK,Becky,1703,3,3,1,1,30.0,Structured Play,,"Bramcote , Nott , UK","long, toyplay, TD",,0.11802701115678214,0.0005871990604815032,0.009395184967704051,0.0182031708749266,0.0,0.0,0.4315913094539049,0.5149735760422783,0.0,0.05343511450381679,0.91015854374633,0.91015854374633,0.009395184967704051,0.0011743981209630064,0.007046388725778039,0.002348796241926013,0.0,0.0,0.0005871990604815032,0.009395184967704051,9,Manchester
020222,English-UK,Becky,1604,3,3,1,1,30.0,Structured Play,"Duplo zoo , basket of food , doll , panda and car , hoops","Bramcote Hills , Nott , UK","long, toyplay, TD",,0.0685785536159601,0.0,0.0,0.013092269326683292,0.0,0.0,0.48753117206982544,0.49875311720698257,0.0,0.01371571072319202,0.9582294264339152,0.9582294264339152,0.019326683291770574,0.0,0.003740648379052369,0.0012468827930174563,0.0,0.0,0.0,0.0,6,Manchester
020230,English-UK,Becky,1917,3,3,1,1,30.0,Structured Play,,"Bramcote Hills , Nott , UK","long, toyplay, TD",,0.10172143974960876,0.0,0.0099113197704747,0.005216484089723527,0.0,0.0,0.4094940010432968,0.5435576421491914,0.0,0.046948356807511735,0.917057902973396,0.917057902973396,0.010954616588419406,0.0,0.006781429316640584,0.0,0.0,0.0,0.0,0.010432968179447054,6,Manchester
020306,English-UK,Becky,1326,3,3,1,1,-30.0,Structured Play,"Duplo zoo , basket of food , panda and car , doll , hoops , PWM toys , froggie","Bramcote Hills , Nott , UK","long, toyplay, TD",,0.07692307692307693,0.0,0.0022624434389140274,0.00980392156862745,0.0,0.0,0.48265460030165913,0.5090497737556561,0.0,0.008295625942684766,0.9555052790346908,0.9555052790346908,0.02564102564102564,0.0,0.01282051282051282,0.006033182503770739,0.0,0.0,0.006787330316742082,0.0022624434389140274,8,Manchester
010822,English-UK,Carl,1888,4,4,1,2,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.0323093220338983,0.0,0.003707627118644068,0.01641949152542373,0.0,0.0,0.4560381355932203,0.5217161016949152,0.02065677966101695,0.0015889830508474577,0.9867584745762712,0.9867584745762712,0.011652542372881356,0.0,0.0,0.0031779661016949155,0.0,0.0,0.045550847457627115,0.003707627118644068,6,Manchester
010902,English-UK,Carl,1817,5,5,1,2,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.024215740231150248,0.0,0.006053935057787562,0.01100715465052284,0.0,0.0,0.3621353880022014,0.6219042377545404,0.0049532195927352776,0.009356081452944413,0.9856906989543203,0.9856906989543203,0.011557512383048982,0.0,0.0,0.0,0.0,0.0,0.06219042377545404,0.006053935057787562,5,Manchester
010913,English-UK,Carl,1808,4,4,1,2,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.024889380530973452,0.0,0.0022123893805309734,0.011615044247787611,0.0,0.0,0.46792035398230086,0.5088495575221239,0.017146017699115043,0.006084070796460177,0.9878318584070797,0.9878318584070797,0.011061946902654867,0.0,0.0,0.0011061946902654867,0.0,0.0,0.06969026548672566,0.0022123893805309734,6,Manchester
010922,English-UK,Carl,1350,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.02,0.0,0.0,0.028148148148148148,0.0,0.0,0.42814814814814817,0.5622222222222222,0.0,0.00962962962962963,0.9748148148148148,0.9748148148148148,0.011851851851851851,0.0,0.0007407407407407407,0.0,0.0,0.0,0.05333333333333334,0.0,5,Manchester
010928,English-UK,Carl,1616,4,4,1,2,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.022896039603960396,0.0,0.0006188118811881188,0.014232673267326733,0.0,0.0,0.5198019801980198,0.4597772277227723,0.011757425742574257,0.008663366336633664,0.9857673267326733,0.9857673267326733,0.017945544554455444,0.0,0.0,0.0,0.0,0.0,0.0983910891089109,0.0006188118811881188,5,Manchester
011019,English-UK,Carl,1492,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",,0.020107238605898123,0.0,0.0,0.006032171581769437,0.0,0.0,0.46179624664879354,0.5348525469168901,0.0,0.003351206434316354,0.9959785522788204,0.9959785522788204,0.014745308310991957,0.0,0.0,0.0006702412868632708,0.0,0.0,0.030831099195710455,0.0,5,Manchester
011103,English-UK,Carl,1574,4,4,1,2,,playing with toys,,"Manchester , England","long, toyplay, TD",,0.033672172808132145,0.0,0.0019059720457433292,0.017153748411689963,0.0,0.0,0.4733163913595934,0.5146124523506989,0.010800508259212199,0.0012706480304955528,0.9783989834815756,0.9783989834815756,0.014612452350698857,0.0,0.0,0.0006353240152477764,0.0,0.0,0.030495552731893267,0.0019059720457433292,6,Manchester
011112,English-UK,Carl,1525,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.01639344262295082,0.0006557377049180328,0.0006557377049180328,0.020327868852459016,0.0,0.0,0.4380327868852459,0.5580327868852459,0.0,0.003934426229508197,0.9836065573770492,0.9836065573770492,0.010491803278688525,0.0,0.0,0.0006557377049180328,0.0,0.0,0.014426229508196721,0.0006557377049180328,6,Manchester
011115,English-UK,Carl,1451,3,3,1,1,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.024810475534114404,0.0,0.0027567195037904893,0.01171605789110958,0.0,0.0,0.4948311509303928,0.4948311509303928,0.0,0.010337698139214336,0.9855272226051,0.9855272226051,0.004135079255685734,0.0,0.0,0.002067539627842867,0.0,0.0,0.012405237767057202,0.0027567195037904893,6,Manchester
011122,English-UK,Carl,1436,4,4,1,2,,playing with toys,,"Manchester , England","long, toyplay, TD",Anna Theakston,0.027158774373259052,0.0,0.001392757660167131,0.02158774373259053,0.0,0.0,0.4756267409470752,0.5076601671309192,0.001392757660167131,0.01532033426183844,0.9749303621169917,0.9749303621169917,0.004874651810584958,0.0,0.0,0.0006963788300835655,0.0,0.0,0.018802228412256268,0.001392757660167131,6,Manchester
011025,English-UK,Dominic,1526,3,3,1,1,30.0,tape paused until MOT finished on the phone,,"colwick , Nott , UK","long, toyplay, TD",,0.10550458715596331,0.0,0.020314547837483616,0.007208387942332897,0.0,0.0,0.354521625163827,0.5897771952817824,0.0,0.055701179554390565,0.8958060288335518,0.8958060288335518,0.007863695937090432,0.0,0.00655307994757536,0.001965923984272608,0.0,0.0,0.0,0.020969855832241154,7,Manchester
011100,English-UK,Dominic,1538,3,3,1,1,30.0,Structured Play,,"Colwick , Nott , UK","long, toyplay, TD",,0.09817945383615084,0.0,0.020156046814044214,0.007802340702210663,0.0,0.0,0.3621586475942783,0.552665799739922,0.0,0.08517555266579974,0.8881664499349805,0.8881664499349805,0.009102730819245773,0.0,0.0013003901170351106,0.0013003901170351106,0.0,0.0,0.0,0.020156046814044214,7,Manchester
011117,English-UK,Dominic,1760,3,3,1,1,30.0,Structured Play,,"colwick , Nott , UK","long, toyplay, TD",,0.08238636363636363,0.0,0.01818181818181818,0.005113636363636364,0.0,0.0,0.36477272727272725,0.5988636363636364,0.0,0.03636363636363636,0.9096590909090909,0.9096590909090909,0.00625,0.0005681818181818182,0.0005681818181818182,0.0005681818181818182,0.0,0.0,0.0,0.01818181818181818,8,Manchester
011124,English-UK,Dominic,1873,3,3,1,1,30.0,phone rings so tape paused,,"Colwick , Nott , UK","long, toyplay, TD",,0.07261078483715963,0.0,0.019220501868659905,0.009076348104644954,0.0,0.0,0.3710624666310731,0.6038441003737319,0.0,0.025093432995194873,0.9236518953550453,0.9236518953550453,0.007474639615589963,0.0010678056593699946,0.0005339028296849973,0.0005339028296849973,0.0,0.0,0.0,0.019754404698344902,8,Manchester
020007,English-UK,Dominic,1821,3,3,1,1,30.0,Structured Play,,"Colwick , Nott , UK","long, toyplay, TD",,0.04228445908841296,0.0,0.014827018121911038,0.008237232289950576,0.0,0.0005491488193300384,0.31466227347611203,0.6738056013179572,0.0,0.011532125205930808,0.9500274574409665,0.9500274574409665,0.007138934651290499,0.0005491488193300384,0.0,0.0005491488193300384,0.0,0.0,0.0,0.014827018121911038,7,Manchester
020021,English-UK,Dominic,2079,3,3,1,1,30.0,Structured Play,,"Colwick , Nott , UK","long, toyplay, TD",,0.05291005291005291,0.0,0.022607022607022607,0.005772005772005772,0.0,0.0,0.3309283309283309,0.6075036075036075,0.0,0.06156806156806157,0.9355459355459356,0.9355459355459356,0.006253006253006253,0.0,0.000481000481000481,0.0,0.0,0.0,0.0,0.027417027417027416,7,Manchester
020028,English-UK,Dominic,1582,3,3,1,1,30.0,Structured Play,,"Colwick , Nott , UK","long, toyplay, TD",,0.05562579013906448,0.0,0.03286978508217446,0.008217446270543615,0.0,0.0,0.3445006321112516,0.6055625790139064,0.0,0.04993678887484197,0.9209860935524652,0.9209860935524652,0.007585335018963337,0.0,0.0,0.0,0.0,0.0,0.0,0.03413400758533502,5,Manchester
020111,English-UK,Dominic,1889,3,3,1,1,30.0,Structured Play,,"Colwick , Nott , UK","long, toyplay, TD",,0.057702488088935945,0.0,0.03176283748014823,0.011646373742721016,0.0,0.0,0.3737427210164108,0.5823186871360508,0.0,0.04393859184753838,0.9242985706723134,0.9242985706723134,0.006352567496029645,0.0,0.0005293806246691371,0.0005293806246691371,0.0,0.0,0.0,0.03229221810481736,7,Manchester
020119,English-UK,Dominic,1862,3,3,1,1,30.0,Structured Play,,"Colwick , Nott , UK","long, toyplay, TD",,0.04189044038668099,0.0005370569280343716,0.017185821697099892,0.008592910848549946,0.0,0.0,0.40225563909774437,0.5816326530612245,0.0,0.01611170784103115,0.9505907626208379,0.9505907626208379,0.006981740064446832,0.0005370569280343716,0.0,0.0,0.0,0.0,0.0,0.017185821697099892,7,Manchester
020126,English-UK,Dominic,947,3,3,1,1,30.0,Free Play,,"Colwick , Nott , UK","long, toyplay, TD",,0.06441393875395987,0.0,0.012671594508975714,0.0010559662090813093,0.0,0.0,0.34213305174234426,0.6504751847940866,0.0,0.007391763463569166,0.9271383315733897,0.9271383315733897,0.005279831045406547,0.0010559662090813093,0.0,0.0010559662090813093,0.0,0.0,0.0010559662090813093,0.012671594508975714,8,Manchester
011127,English-UK,Gail,1925,3,3,1,1,30.0,Structured Play,,"West Bridgford , Nott , UK","long, toyplay, TD",,0.05246753246753247,0.0,0.007792207792207792,0.009870129870129871,0.0,0.0,0.31532467532467534,0.6394805194805194,0.0,0.0451948051948052,0.9511688311688312,0.9511688311688312,0.006233766233766234,0.001038961038961039,0.001038961038961039,0.0015584415584415584,0.0,0.0,0.0,0.007792207792207792,8,Manchester
020005,English-UK,Gail,1759,3,3,1,1,30.0,Structured Play,,"West Bridgford , Nott , UK","long, toyplay, TD",,0.05400795906765207,0.0,0.0022740193291642978,0.012507106310403639,0.0,0.0,0.3445139283683911,0.6134167140420693,0.0,0.04206935758953951,0.9636156907333713,0.9636156907333713,0.007390562819783968,0.0005685048322910744,0.0011370096645821489,0.0005685048322910744,0.0,0.0,0.0,0.0022740193291642978,9,Manchester
