file,corpus_dir,child,n_utt,n_speakers,n_participants_declared,has_investigator,n_caregiver_codes,duration_minutes,Situation,Activities,Location,Types,Transcriber,pct_xxx,pct_yyy,pct_www,pct_amp_event,pct_timecode,pct_plus_info,pct_CHI,pct_MOT,pct_FAT,pct_INV,pct_mor,pct_gra,pct_com,pct_sit,pct_act,pct_exp,pct_spa,pct_xpho,pct_err,pct_add,n_distinct_dep_tiers,subcorpus
010700a,English,Eve,618,4,4,1,2,60.0,,,,"long, toyplay, TD",,0.042071197411003236,0.0,0.009708737864077669,0.0016181229773462784,0.0,0.0,0.40938511326860844,0.45145631067961167,0.04854368932038835,0.0,0.9724919093851133,0.9724919093851133,0.01779935275080906,0.003236245954692557,0.06310679611650485,0.03559870550161812,0.0,0.0,0.0,0.0016181229773462784,9,Brown
010700b,English,Eve,1451,4,4,1,1,60.0,,,,"long, toyplay, TD",,0.05444521019986216,0.0,0.0,0.0034458993797381117,0.0,0.0,0.40317022742935904,0.4968986905582357,0.0,0.0,0.9869055823569952,0.9869055823569952,0.024121295658166782,0.007580978635423846,0.009648518263266712,0.006202618883528601,0.0,0.0,0.0006891798759476223,0.002067539627842867,10,Brown
010800,English,Eve,1478,5,5,1,2,30.0,,,,"long, toyplay, TD",,0.060216508795669824,0.0,0.0,0.006089309878213802,0.0,0.0,0.4776725304465494,0.40460081190798375,0.0006765899864682003,0.0,0.9837618403247632,0.9837618403247632,0.02503382949932341,0.0020297699594046007,0.031799729364005415,0.005412719891745603,0.0,0.0,0.0013531799729364006,0.0006765899864682003,11,Brown
010900a,English,Eve,1069,5,5,1,2,60.0,"Eve is playing with large wooden beads. she sorts them by colors , although she often fails to use color names appropriately.",,,"long, toyplay, TD",,0.042095416276894296,0.0,0.0,0.002806361085126286,0.0,0.0,0.5014031805425632,0.2890551917680075,0.1253507951356408,0.0,0.9878391019644528,0.9878391019644528,0.05986903648269411,0.018709073900841908,0.037418147801683815,0.01403180542563143,0.0,0.0,0.0,0.005612722170252572,10,Brown
010900b,English,Eve,1272,5,5,1,2,60.0,,,,"long, toyplay, TD",,0.049528301886792456,0.0,0.0023584905660377358,0.0023584905660377358,0.0,0.0,0.4111635220125786,0.48663522012578614,0.025943396226415096,0.0,0.9740566037735849,0.9740566037735849,0.036949685534591194,0.00550314465408805,0.06918238993710692,0.01729559748427673,0.0,0.0,0.0015723270440251573,0.0023584905660377358,11,Brown
010900c,English,Eve,2058,5,5,1,1,60.0,"before recording began , Eve on two occasions clearly said , ""Fraser came."" Eve is having teething troubles. Mother says Eve is becoming jealous of baby sister. During this hour seems tired and irritable , having wakened at 5 AM",,,"long, toyplay, TD",,0.051992225461613216,0.00048590864917395527,0.001943634596695821,0.0024295432458697765,0.0,0.0,0.46598639455782315,0.3858114674441205,0.0,0.0,0.9844509232264335,0.9844509232264335,0.043731778425655975,0.015063168124392614,0.06948493683187561,0.02089407191448008,0.0,0.0,0.00048590864917395527,0.006802721088435374,11,Brown
011000a,English,Eve,1022,5,5,1,2,60.0,Father is going to have apple,,,"long, toyplay, TD",,0.04598825831702544,0.0,0.003913894324853229,0.00684931506849315,0.0,0.0,0.5078277886497065,0.29354207436399216,0.05185909980430528,0.0,0.9853228962818004,0.9853228962818004,0.05283757338551859,0.009784735812133072,0.08414872798434442,0.01761252446183953,0.0,0.0,0.0,0.0029354207436399216,10,Brown
011000b,English,Eve,1060,5,5,1,2,60.0,,,,"long, toyplay, TD",,0.027358490566037737,0.0018867924528301887,0.0018867924528301887,0.0009433962264150943,0.0,0.0,0.5160377358490567,0.2509433962264151,0.011320754716981131,0.0,0.9867924528301887,0.9867924528301887,0.04716981132075472,0.008490566037735849,0.05,0.013207547169811321,0.0,0.0,0.0009433962264150943,0.0009433962264150943,11,Brown
020305,English,Sarah,259,5,5,1,1,30.0,,,,"long, toyplay, TD",,0.1274131274131274,0.04247104247104247,0.003861003861003861,0.05019305019305019,0.0,0.0,0.4826254826254826,0.3938223938223938,0.0,0.0,0.8301158301158301,0.8301158301158301,0.003861003861003861,0.0,0.03861003861003861,0.11969111969111969,0.0,0.04247104247104247,0.0,0.0,9,Brown
020307,English,Sarah,621,3,3,1,1,30.0,,,,"long, toyplay, TD",,0.1320450885668277,0.0322061191626409,0.0,0.027375201288244767,0.0,0.0,0.5136876006441223,0.4605475040257649,0.0,0.0,0.8824476650563607,0.8824476650563607,0.01610305958132045,0.0,0.05958132045088567,0.00322061191626409,0.0,0.030595813204508857,0.0,0.001610305958132045,11,Brown
020319,English,Sarah,849,6,6,1,3,,Sarah's father is home from work today,,,"long, toyplay, TD",,0.13427561837455831,0.02591283863368669,0.0,0.0176678445229682,0.0,0.0,0.4911660777385159,0.21083627797408716,0.1519434628975265,0.0,0.866902237926973,0.866902237926973,0.03180212014134275,0.002355712603062426,0.04122497055359246,0.001177856301531213,0.0,0.03651354534746761,0.002355712603062426,0.0035335689045936395,12,Brown
020322,English,Sarah,299,2,2,0,1,30.0,"Investigators Gloria and Courtney are present. Despite the aid of John Crowley , the recording quality is poor in spots. John Crowley leaves as the recording begins",,,"long, toyplay, TD",,0.22408026755852842,0.016722408026755852,0.0,0.016722408026755852,0.0,0.0,0.49498327759197325,0.5050167224080268,0.0,0.0,0.7926421404682275,0.7926421404682275,0.013377926421404682,0.0033444816053511705,0.15719063545150502,0.0,0.0,0.030100334448160536,0.0,0.006688963210702341,10,Brown
020326,English,Sarah,520,5,5,1,2,30.0,the husband of a girlfriend of Mother's is visiting. he sits by the window at the kitchen table throughout the interview,,,"long, toyplay, TD",,0.17692307692307693,0.04423076923076923,0.0,0.019230769230769232,0.0,0.0,0.4096153846153846,0.4442307692307692,0.0,0.0,0.801923076923077,0.801923076923077,0.03076923076923077,0.0,0.1576923076923077,0.0057692307692307696,0.015384615384615385,0.05576923076923077,0.0019230769230769232,0.013461538461538462,13,Brown
020328,English,Sarah,595,4,4,1,1,30.0,Gloria and Courtney were late in arriving for this recording. Because of this Sarah's lunch was over and her nap had been delayed. Sarah is drinking milk.,,,"long, toyplay, TD",,0.16134453781512606,0.013445378151260505,0.0,0.01680672268907563,0.0,0.0,0.46050420168067224,0.5361344537815126,0.0,0.0,0.853781512605042,0.853781512605042,0.013445378151260505,0.025210084033613446,0.03361344537815126,0.005042016806722689,0.0,0.018487394957983194,0.0016806722689075631,0.0,11,Brown
020410,English,Sarah,742,4,4,1,1,30.0,Mother and Sarah in kitchen.,,,"long, toyplay, TD",,0.1293800539083558,0.04043126684636118,0.0026954177897574125,0.008086253369272238,0.0,0.0,0.4366576819407008,0.5606469002695418,0.0,0.0,0.8557951482479784,0.8557951482479784,0.02425876010781671,0.0026954177897574125,0.06873315363881402,0.004043126684636119,0.0,0.0444743935309973,0.0,0.0026954177897574125,11,Brown
