window,scope,beta_5comp,se_5comp,p_5comp,I2_5comp,beta_4comp,se_4comp,p_4comp,I2_4comp,delta_beta,pct_change,egger_intercept_5comp_p,egger_intercept_4comp_p
5,FULL,0.02411087833384601,0.00786673356171555,0.0021773106839979572,63.446605945366485,0.02200570841572768,0.006713157852766737,0.0010454666596415585,60.92054804444551,-0.0021051699181183284,-8.731203770221695,0.5865723294247654,0.5720711323748686
5,DROP-MANC,0.03630409584475499,0.010532568062871391,0.0005671806042470973,70.20188227836987,0.031143282713768646,0.00912150119302698,0.0006395278267983251,69.54835311961907,-0.0051608131309863435,-14.215512081764043,0.35335922269921716,0.3360532829304661
10,FULL,0.032530152571455716,0.008653016414778893,0.0001703211290569051,36.1278563385823,0.038276715908591934,0.0065543770627871515,5.224128685199503e-09,19.427531723450517,0.005746563337136218,17.665343943632973,0.8496021248780907,0.8513244268108153
10,DROP-MANC,0.0445527433006483,0.011640758052528113,0.0001295534117617958,46.5702283980856,0.04406070374265311,0.00915229998490338,1.4781490296211786e-06,35.78488386679955,-0.0004920395579951845,-1.1043978923471243,0.38029978329175296,0.3459665038002335
