child,n_episodes,n_cues,outcome_mean,beta_COI_x_cum,se_COI_x_cum,p_COI_x_cum,beta_COI,se_COI,beta_cum,se_cum,r2,corpus_label,language
Abigail,4296,94,0.33752327746741156,0.03319137077278594,0.03458603240173466,0.33721851628724486,0.01749221550979073,0.02134739498938133,0.007013164568166384,0.025712816865397177,0.26693662707500565,English-UK,English-UK
Anne,2042,71,0.3046033300685602,0.049069771881679866,0.020226136570662592,0.015263848445953075,0.023328860309889593,0.01275995386037984,0.026416431662929257,0.019226859695577664,0.09069859124642421,English-UK,English-UK
Aran,792,54,0.4318181818181818,0.05630740963678614,0.027150907310422377,0.03809153133171287,0.05430223454378237,0.02165935366061409,0.08984265468627826,0.028825964481317284,0.21351789484291728,English-UK,English-UK
Becky,627,55,0.39712918660287083,-0.0662372262556155,0.04300280518302398,0.12348721301470607,-0.01763914556015972,0.030214820878153872,0.08290306816376247,0.015421827806472107,0.14317758972431938,English-UK,English-UK
Carl,2512,74,0.4554140127388535,0.02486507295490421,0.024853758168594465,0.3170902414698842,-0.006862952868316289,0.02027629270752881,0.03710261474538623,0.024548872078645513,0.22533445100270166,English-UK,English-UK
Dominic,1536,59,0.3834635416666667,0.013890894175157459,0.028628067934424403,0.6275207163664076,-0.0029946896756477825,0.018686432712356787,0.046466856540812146,0.02412243950381527,0.08409528373235664,English-UK,English-UK
Eleanor,43709,121,0.34995081104578,0.003027120948818917,0.024563026846613257,0.9019179051967824,-0.0081456876121641,0.016484211486950725,0.06778007776976716,0.012487282527682256,0.20940762844336225,English-UK,English-UK
Frances,1451,74,0.4100620261888353,0.00023123270834635168,0.032435100042911655,0.9943118582985649,-0.00935572728576363,0.020167907443780806,0.027725985771531042,0.020400415450771894,0.2455598364538456,English-UK,English-UK
Fraser,13062,100,0.37230133210840605,-0.004905225750099475,0.012412256744138723,0.6927011259438189,-0.009146009109775253,0.007347420955732249,0.08143795978710792,0.007907114854763272,0.196627689681245,English-UK,English-UK
Geoffrey,1853,74,0.33998920669185106,0.006625303929808635,0.038027007006779495,0.861687633764056,-0.008488105393297071,0.025230286325019547,0.09285414541808798,0.019372488467757715,0.24419598932090936,English-UK,English-UK
Helen,515,54,0.4330097087378641,0.08532601801265138,0.034255079142737496,0.012741954397185782,0.025684919405022287,0.030433279935871946,-0.04975034766527627,0.01607926790427084,0.2362034116465508,English-UK,English-UK
Jack,401,47,0.2543640897755611,-0.04731816506288841,0.04433901544306329,0.28588593352068825,-0.07336913235926788,0.03510356542446304,0.10361196517415337,0.050386712396222416,0.15647529526938175,English-UK,English-UK
Jason,320,45,0.25,0.019009392155012378,0.03453846590499042,0.5820565538769256,-0.03620900420267399,0.02209540953045828,0.12750215765148504,0.03464547849037324,0.11738182538140696,English-UK,English-UK
Joel,277,36,0.4259927797833935,0.01048653502692981,0.030184476779303634,0.7282796897137929,0.017699567573862617,0.02521694440068078,-0.0603621520512697,0.04661583772943934,0.21389129755207137,English-UK,English-UK
John,3875,82,0.39070967741935486,-0.01371384523700704,0.021634664744760806,0.5261572096116873,-0.030301738081633205,0.013509711160232784,0.07498755486959374,0.03059839178513201,0.2594767346509961,English-UK,English-UK
Jonathan,240,39,0.425,-0.06306564059744056,0.1251041655420402,0.6141875641688643,-0.03454441390376796,0.0842925604114508,0.016777901584319188,0.0563669917817703,0.20441944921205146,English-UK,English-UK
Laura,588,53,0.34523809523809523,0.13084764489368095,0.07337706458004281,0.07455006385253624,0.07416365194772404,0.03606088298086464,-0.024035372257745435,0.06370792803516645,0.18593100332800516,English-UK,English-UK
Liz,4183,78,0.30337078651685395,0.06849010344502855,0.03265461889759561,0.03595735289477268,0.02993475482352284,0.023265896768353334,0.07291991507303491,0.012449447843082597,0.19011566653196255,English-UK,English-UK
Neville,1330,63,0.21203007518796993,-0.015510542177310183,0.021191481098537072,0.46421528591255445,0.026743920039081985,0.017432355623909903,0.016207288024554792,0.01370996289507709,0.11372370392110409,English-UK,English-UK
Nicole,1564,71,0.28964194373401536,0.04918521355667971,0.02269727246555864,0.030234101198554634,0.011554374242828428,0.011036722896065065,0.019325689441256497,0.020924433697721373,0.13554454715953523,English-UK,English-UK
Penny,357,40,0.5182072829131653,-0.013044913414275994,0.06270372494068763,0.8351973555654051,-0.009380416138489278,0.05355734012517966,0.09184630886593956,0.06478937532129919,0.19853229320347998,English-UK,English-UK
Ruth,648,50,0.38117283950617287,0.006508332056740989,0.02794683494894266,0.8158525570751198,0.047742328286549854,0.01804142384542744,0.002968324955617399,0.022955709833963316,0.19792417061454481,English-UK,English-UK
Samantha,1386,65,0.3297258297258297,-0.036336067448278046,0.028260421706052436,0.19852748097116812,-0.06189992762849998,0.021029309508918254,0.18622764682456933,0.034132254015321856,0.2753581147445454,English-UK,English-UK
Sean,4918,94,0.32574217161447744,0.005951814926169174,0.02744329980036131,0.8283043615173474,-0.009176178793153297,0.02312427740135169,0.1055119461622633,0.026523551211788707,0.28062188314896974,English-UK,English-UK
Stella,1484,64,0.305256064690027,0.07990068123783906,0.039868903026762166,0.045060927155247774,0.02934491815624206,0.03140881572214083,-0.03186142492938182,0.051747811176616254,0.18625107821292142,English-UK,English-UK
Thomas,166827,136,0.29922614444904,0.011134556955766275,0.005927240989507879,0.060307384176813764,0.007301745652013435,0.005541556939913489,0.06562542244000324,0.008197237861630386,0.22931117037263415,English-UK,English-UK
Warren,42815,124,0.2952703491766904,-0.004134420614980682,0.010002229119171126,0.6793502598339427,0.0006961057598842237,0.01010035336318804,0.06856388993807301,0.01230774559128707,0.2218672681611129,English-UK,English-UK
