language,child,subcorpus,window,n_episodes,truncation,mode,n_cues,outcome_mean,outcome_var,beta,se,p
English-Manchester,Gail,Manchester,15,1526,0.01703800786369594,Logit,67,0.6140235910878112,0.2371540296070301,0.2306206153503457,0.14714654062427895,0.1170480114385569
English-Manchester,Gail,Manchester,15,1526,0.01703800786369594,Continuous,67,0.1199317647548316,0.019946837234425464,0.009290132595522388,0.014962610263002545,0.5346721107295926
English-Manchester,Gail,Manchester,20,1526,0.02817824377457405,LPM,67,0.6605504587155964,0.2243705820424124,-0.017143182057768352,0.04080052689995887,0.674360827138192
English-Manchester,Gail,Manchester,20,1526,0.02817824377457405,Logit,67,0.6605504587155964,0.2243705820424124,0.19939748698795742,0.17222824465984846,0.24696551199832317
English-Manchester,Gail,Manchester,20,1526,0.02817824377457405,Continuous,67,0.11797811511535243,0.0183871514487103,0.006228596771344269,0.01619652335475248,0.7005606093382445
English-Manchester,Joel,Manchester,3,3532,0.002548131370328426,LPM,78,0.3983578708946772,0.23973675322888394,-0.015463065728980152,0.019807946582012237,0.4350086064146008
English-Manchester,Joel,Manchester,3,3532,0.002548131370328426,Logit,78,0.3983578708946772,0.23973675322888394,-0.1516214730919358,0.1289860395534747,0.23979974785033942
English-Manchester,Joel,Manchester,3,3532,0.002548131370328426,Continuous,78,0.18393733484333713,0.06663263171185396,-0.00277243883374121,0.017181475146966368,0.8718082188026405
English-Manchester,Joel,Manchester,5,3532,0.0028312570781426952,LPM,78,0.4909399773499434,0.24998869421557585,0.012337074853891364,0.028775028092641684,0.668110694484777
English-Manchester,Joel,Manchester,5,3532,0.0028312570781426952,Logit,78,0.4909399773499434,0.24998869421557585,-0.09887279605391662,0.126781296609172,0.43546801930524515
English-Manchester,Joel,Manchester,5,3532,0.0028312570781426952,Continuous,78,0.17684031710079276,0.05004404926050548,0.0013202849520540655,0.016299836921380075,0.93544204221059
English-Manchester,Joel,Manchester,7,3532,0.003963759909399773,LPM,78,0.5436013590033975,0.24816918456909573,0.010712937572371684,0.02443427480435222,0.6610681229899347
English-Manchester,Joel,Manchester,7,3532,0.003963759909399773,Logit,78,0.5436013590033975,0.24816918456909573,-0.12156174724601153,0.12837051938205712,0.3436591611198051
English-Manchester,Joel,Manchester,7,3532,0.003963759909399773,Continuous,78,0.17298980747451864,0.04354353079153378,0.011105959065367793,0.01795699409056685,0.536262010208409
English-Manchester,Joel,Manchester,10,3532,0.004530011325028313,LPM,78,0.5931483578708947,0.24139172762970146,0.04370910591311919,0.035917209233258085,0.22362686180131897
English-Manchester,Joel,Manchester,10,3532,0.004530011325028313,Logit,78,0.5931483578708947,0.24139172762970146,0.09111091085083213,0.1319867725111633,0.490003443387811
English-Manchester,Joel,Manchester,10,3532,0.004530011325028313,Continuous,78,0.1677519818799547,0.0381073210807496,0.02018713851195073,0.020799086336658716,0.3317583964225055
English-Manchester,Joel,Manchester,15,3532,0.00622876557191393,LPM,78,0.6537372593431483,0.22642896295006248,0.020799248593454944,0.05740735412191144,0.7171205147593951
