child,model,n_episodes,n_cues,outcome_mean,beta_COI_x_cum,se_COI_x_cum,p_COI_x_cum,r2,beta_rplus_episode_z_local,p_rplus_episode_z_local,beta_rplus_between_z_local,p_rplus_between_z_local,beta_rplus_ep_x_COI_local,p_rplus_ep_x_COI_local,beta_rplus_bet_x_COI_local,p_rplus_bet_x_COI_local,language,window,subcorpus,subcorpus_norm
Ruth,with_rplus,9241,92,0.40406882372037656,-0.014401739887461129,0.033894847565792106,0.6709134642673023,0.2548078198752114,0.0036966763869129204,0.39637192665134824,-0.01705319128492192,0.04226860541122634,0.003918380910449867,0.3708200809476233,-0.004887857232539472,0.2526623600306285,English-Manchester,5,Manchester,Manchester
Warren,with_rplus,18281,100,0.45621136699305287,-0.011510266838908968,0.018558340161112234,0.5351124910590623,0.2873317722528932,0.009538614621866955,0.026498387449258573,0.033435829131932764,0.01646851802323084,0.0049321400652777465,0.31026558103277124,0.01039328771727871,0.09256097878637057,English-Manchester,5,Manchester,Manchester
Abigail,with_rplus,4296,94,0.4231843575418994,0.04932951235518485,0.032946792009092,0.13432878791531347,0.3154336257659117,0.006259431386283314,0.3916954962756892,0.007831635099224386,0.5119034523509813,0.006048736366305829,0.43718645164317227,0.001604392776255159,0.8045540843748534,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Anne,with_rplus,2042,71,0.41723800195886385,0.042130164875075225,0.02561144939350556,0.09997520097343747,0.16910522586859988,-0.007362460683841077,0.34865016108146096,0.003067553530512484,0.7720842891569524,0.022924197372005066,0.0179145244815414,-0.0016206955300701932,0.7165289274080345,English-UK,5,Manchester,Manchester
Aran,with_rplus,792,54,0.5252525252525253,0.07343498833007077,0.035043908602907035,0.0361253575871708,0.3118438250911493,0.01722927715539714,0.14532539479541443,0.01136923405009805,0.3010814600788364,-0.009277207382579726,0.5266592611951846,0.002895382577188225,0.6813928910937458,English-UK,5,Manchester,Manchester
Becky,with_rplus,627,55,0.5151515151515151,-0.049636286693143385,0.044793436510883244,0.2678120785160545,0.2356666421951802,0.00806889024546059,0.5423948322188828,-0.007425419957474381,0.7259101923167125,-0.016569055670619892,0.21120529271395538,0.005813160909744972,0.6705344331213288,English-UK,5,Manchester,Manchester
Carl,with_rplus,2512,74,0.5473726114649682,0.02679041605384024,0.03315439558935836,0.41906168300796864,0.29906945794489304,0.02232252863065714,0.12235094057441322,-0.003144992002652448,0.8399986616540036,0.0001759058681897849,0.9907599031308962,-0.005578327283685127,0.588446004224916,English-UK,5,Manchester,Manchester
Dominic,with_rplus,1536,59,0.4798177083333333,0.0002596089339268605,0.0369447828158103,0.9943933557114817,0.13637235955368365,0.003826628980977316,0.6304206112386626,-0.010369417212279887,0.45222330193333915,0.006152531201659216,0.4145628437346437,0.019740891160661352,0.009226303365594234,English-UK,5,Manchester,Manchester
Eleanor,with_rplus,43709,121,0.4436614884806333,0.01965282184277477,0.018952021410449684,0.2997462925903476,0.267425178301821,-0.0010200157257518596,0.7210567279226796,0.007058361172927046,0.32828795844307834,-0.0041547592355567885,0.17574995390068038,0.0041183238313369334,0.2622296358854367,English-UK,5,UK_long_longitudinal (n_files≥30),UK_long_long
Frances,with_rplus,1451,74,0.49758787043418334,0.005538658828198897,0.02966400282776217,0.8518855605760093,0.3230514284553756,0.007415375993025929,0.4757955192172325,0.02601512462440091,0.006868222978554211,0.0029133853990489095,0.8288396389387775,0.002942145145158754,0.5914743804274457,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Fraser,with_rplus,13062,100,0.45751033532384017,0.001794405897410689,0.014502821295932519,0.901530596212162,0.24063697194700562,-0.001991602324226414,0.738201571617428,0.001836733074351911,0.7843334788266438,0.001344320342018695,0.7970138161759652,-0.0011329528793496252,0.7801215427407064,English-UK,5,UK_long_longitudinal (n_files≥30),UK_long_long
Geoffrey,with_rplus,1853,74,0.43658931462493256,0.06469706880754053,0.028510628724676895,0.02325456710898288,0.325689863574812,0.026077997766076423,0.10245657141721713,0.025334463380269158,0.15669712406460035,0.040830057631068686,0.002944435234072506,-0.0022203024213721624,0.837031598550942,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Helen,with_rplus,515,54,0.5145631067961165,0.14008499057554377,0.02249287463899653,4.725118711630388e-10,0.33830605588187823,0.006016558153786622,0.6571046154762619,-0.008709109256331294,0.6122957376673143,0.019776861751449423,0.24995091399811165,-0.0010651847544552312,0.9457849393998025,English-UK,5,UK_long_longitudinal (n_files≥30),UK_long_long
Jack,with_rplus,401,47,0.3516209476309227,0.03214324242879621,0.03843257228349709,0.4029556821546294,0.3111166578112158,-0.020756952447533828,0.6373347299420264,0.03358693618755086,0.21373050821196737,-0.032375961328589116,0.4234251486917332,0.03752422328364759,0.12292575161818642,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Jason,with_rplus,320,45,0.353125,0.07657337491665993,0.03633491791301025,0.03508013548950554,0.20353515786757026,-0.03408085211497047,0.2092244708465364,0.035506807507163576,0.100482341428125,-0.013715626246644037,0.5655671381646667,0.006275083686470297,0.7772977471019759,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Joel,with_rplus,277,36,0.5018050541516246,0.010660048658083739,0.03750357325634721,0.776225789287103,0.3108400921088229,-0.0059484858276554545,0.8098535250051344,0.028894290187297354,0.31455477828977374,0.04172892364270846,0.1885866082794836,-0.002526811859874481,0.9081925154607183,English-UK,5,Manchester,Manchester
John,with_rplus,3875,82,0.46580645161290324,-0.06746013898812592,0.031613920706943736,0.03285305602840476,0.29172759951475746,0.027503802810301764,0.00013415586284806197,-0.03174404236819606,0.027061395410242835,-0.00352615943775726,0.7002532944773928,-0.019236604553683513,0.07932628734169016,English-UK,5,Manchester,Manchester
Jonathan,with_rplus,240,39,0.55,0.085142047785976,0.06062417715138746,0.16019263608558687,0.2985769656681976,0.019100006996800468,0.5129318196657102,-0.07521762936358771,0.008806104879476284,0.005365827301091634,0.8861273901554586,0.0006574357814736493,0.9791981592561557,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Laura,with_rplus,588,53,0.4370748299319728,0.13487904938394274,0.06758282183259798,0.045960122143474565,0.2535158556003224,0.04250503991270068,0.00017320801361376818,0.017447199478454443,0.3461604334381314,-0.031846130802830164,0.017070833191775762,0.014617208590400563,0.10877886358089552,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Liz,with_rplus,4183,78,0.38130528328950514,0.05756775677703303,0.04653260272619035,0.2160318203505739,0.24567641624332692,0.004751113714085552,0.5150633776845692,0.00206050811162592,0.857518518734667,-0.0008327489606637877,0.927367678147278,0.005488740684482126,0.4035730056482696,English-UK,5,Manchester,Manchester
Neville,with_rplus,1330,63,0.26090225563909775,-0.028614466737458676,0.028227551515853752,0.31072257998350017,0.1275454375908397,0.03100001131102148,0.0001250380342530805,9.126424171390039e-05,0.9944445992280099,-0.0057694641738199135,0.48591015497527346,0.007605737827334833,0.3693048617312725,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Nicole,with_rplus,1564,71,0.36445012787723785,0.08434982556939369,0.022433964766747264,0.0001699703433136367,0.1820893128280503,0.022899517218547417,0.006171858545192894,0.0006474274460015377,0.9531261466778616,-0.007146449869251139,0.43367418554446246,-0.00256801443293194,0.7821552819961045,English-UK,5,UK_long_longitudinal (n_files≥30),UK_long_long
Penny,with_rplus,357,40,0.6106442577030813,0.014454136127136509,0.0685238779075593,0.8329374009833723,0.3038807899062643,0.04047541346743752,0.1853846390473205,-0.03102405560150993,0.35051510949520526,0.010833117919502672,0.7684866161308086,-0.06886750853229079,0.017467452364883337,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Ruth,with_rplus,648,50,0.4521604938271605,0.011192193082754577,0.03964315379061565,0.7776954841647887,0.2381460127351802,0.024574504368441434,0.32626047795842283,0.024995716755688492,0.337654421331655,-0.0037107422844137004,0.8601384510679587,-0.0025961015620977524,0.9005820739527517,English-UK,5,Manchester,Manchester
Samantha,with_rplus,1386,65,0.4148629148629149,-0.04007369326779294,0.057237582340985756,0.48384672495666736,0.30290548894337277,0.011008151844942353,0.5300530931906062,0.017370635247180997,0.3502835255997644,-0.00471934995917744,0.7420902696273206,0.010105241987631634,0.5193996676040982,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Sean,with_rplus,4918,94,0.4211061407076047,0.051218087060682954,0.03612601940568113,0.15626034653751594,0.33004839274450903,-0.01856412226626252,0.0034589256650544957,0.02330170524320899,0.04366747846423859,0.0014698161191986107,0.8438079021900853,0.0010910275605633642,0.8469868101687205,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Stella,with_rplus,1484,64,0.37129380053908356,0.07601966232595495,0.03536134678450371,0.03157139848004714,0.26286828702298026,0.0390760769914181,0.0025326693399716784,-0.00570282883165037,0.718456810098321,-0.006753522365341668,0.6228733870670573,0.01776081795905638,0.10981261420856119,English-UK,5,UK_short_observation (n_files<30),UK_short_obs
Thomas,with_rplus,166827,136,0.3821204001750316,0.026360332970976987,0.014390339814866293,0.06698009955190017,0.2849842193262956,0.013269045855572727,1.9928410947905398e-26,0.02689126076852063,0.0005131892654399789,0.0015690652234878729,0.3208566431587606,0.0023012579709390853,0.5415437530158121,English-UK,5,UK_long_longitudinal (n_files≥30),UK_long_long
Warren,with_rplus,42815,124,0.38316010743898166,0.003870403193626509,0.02132400161884211,0.855971566663287,0.28859944993487774,0.008607835188294761,0.0003946061360545774,0.04325761825983952,1.1840241007135554e-05,-0.0010777661499918236,0.6730993954447313,0.008006001770463038,0.03728914429286113,English-UK,5,Manchester,Manchester
April,with_rplus,667,59,0.49775112443778113,-0.018772680327524327,0.02256779059887442,0.405502029260548,0.32296410736325953,0.015500201152910812,0.22731540127964212,0.004342709542602768,0.7790842650648188,-0.017534807565941144,0.19680996055652933,0.010667797893229898,0.17467638250270345,English-NA-Pool,5,,NA_other
