corpus,language,window,spec,predictor,beta,se,p,p_naive,ci95_low,ci95_high
Manchester,English-Manchester,10,C_MixedLM,logFreq_z,0.1769757612469685,0.007815593480985318,1.6010838596742233e-113,,,
Manchester,English-Manchester,10,C_MixedLM,COI_z,-0.011944195457844718,0.009648407386604486,0.21573654058364888,,,
Manchester,English-Manchester,10,C_MixedLM,COI_x_logFreq,0.03337000236105869,0.0034664664418615283,6.1787641782238465e-22,,,
Manchester,English-Manchester,10,C_MixedLM,R_between_z,0.010639521622659095,0.004084215226525273,0.009186500586162888,,,
Manchester,English-Manchester,10,C_MixedLM,R_within_z,0.004707357940787397,0.006285685869848055,0.45391673302527824,,,
Manchester,English-Manchester,10,C_MixedLM,COI_x_R_between,0.001388806597155043,0.001591762364644991,0.3829377462335043,,,
Manchester,English-Manchester,10,C_MixedLM,COI_x_R_within,-0.0025201518820830472,0.006153558459558003,0.6821406105050227,,,
Manchester,English-Manchester,10,C_MixedLM,age_post,0.15490613281941476,0.0059257156131504165,1.2364309095751286e-150,,,
Manchester,English-Manchester,10,C_MixedLM,age_x_COI,0.052553498576825605,0.005972245473348222,1.3727859596338806e-18,,,
Manchester,English-Manchester,10,C_MixedLM,age_x_R_within,-0.008355272221278678,0.00645688726230854,0.19566220553833447,,,
Manchester,English-Manchester,10,C_MixedLM,age_x_COI_x_R_within,0.00024602513016009795,0.006327310639754952,0.9689836312217976,,,
English-UK,English-UK,10,C_OLS_cluster,const,0.4103558983908958,0.02324845806433351,1.0017111457847879e-69,0.0,0.3647897578887124,0.45592203889307925
English-UK,English-UK,10,C_OLS_cluster,logFreq_z,0.2609504478392527,0.016210784942767526,2.6632806360782355e-58,0.0,0.22917789319030415,0.29272300248820127
English-UK,English-UK,10,C_OLS_cluster,COI_z,-0.0003655947771199139,0.021117568228868625,0.9861874315129887,0.9364036864395616,-0.04175526794676972,0.04102407839252989
English-UK,English-UK,10,C_OLS_cluster,COI_x_logFreq,0.05396643574865368,0.0077242654214557446,2.8160614436796665e-12,0.0,0.03882715371557232,0.06910571778173505
English-UK,English-UK,10,C_OLS_cluster,R_between_z,0.05498983486207393,0.019552835823653147,0.004917769476818533,0.0,0.016666980852089196,0.09331268887205865
English-UK,English-UK,10,C_OLS_cluster,R_within_z,0.010582346391906137,0.008726110577351023,0.22523612040306906,0.047214532706101014,-0.0065205160648158875,0.027685208848628164
English-UK,English-UK,10,C_OLS_cluster,COI_x_R_between,0.005047359081149921,0.01073452913136215,0.638213233320392,8.292685466095816e-16,-0.015991931407315925,0.026086649569615768
English-UK,English-UK,10,C_OLS_cluster,COI_x_R_within,-0.0024627563983238613,0.007818986919874137,0.7527834523112154,0.6282717488308976,-0.01778768915686694,0.012862176360219217
English-UK,English-UK,10,C_OLS_cluster,age_post,0.08843041513957471,0.02295904261618438,0.00011732006604531561,5.994808635338744e-80,0.043431518492333065,0.13342931178681636
English-UK,English-UK,10,C_OLS_cluster,age_x_COI,0.032941661138891604,0.018667034255034756,0.07761468693230236,9.110725688971395e-13,-0.0036450536991519955,0.0695283759769352
English-UK,English-UK,10,C_OLS_cluster,age_x_R_within,-0.009616474811948512,0.009625903313058112,0.3177847570814707,0.07428689200885562,-0.028482898624207196,0.009249949000310172
English-UK,English-UK,10,C_OLS_cluster,age_x_COI_x_R_within,0.0022602021604997365,0.008283829639273793,0.7849723049474576,0.6604247024488251,-0.013975805586542328,0.0184962099075418
English-UK,English-UK,10,C_MixedLM,Intercept,0.33347723428930043,0.007738531988449972,0.0,,,
English-UK,English-UK,10,C_MixedLM,logFreq_z,0.188313446459363,0.004793870440874194,0.0,,,
English-UK,English-UK,10,C_MixedLM,COI_z,0.008705508019094074,0.007077678357833051,0.21869902867323743,,,
English-UK,English-UK,10,C_MixedLM,COI_x_logFreq,0.03192861791792436,0.002438085998543773,3.4811746498194544e-39,,,
English-UK,English-UK,10,C_MixedLM,R_between_z,0.02420787630825634,0.0030178554593359025,1.0441966747925981e-15,,,
English-UK,English-UK,10,C_MixedLM,R_within_z,0.007047261181536463,0.005219557032465427,0.17696318756208684,,,
English-UK,English-UK,10,C_MixedLM,COI_x_R_between,0.004194497741515271,0.0012995798735400505,0.0012484221625200674,,,
English-UK,English-UK,10,C_MixedLM,COI_x_R_within,0.0008516711423205094,0.005028561450018144,0.865508170244959,,,
English-UK,English-UK,10,C_MixedLM,age_post,0.13226018409713844,0.005208138676028152,2.8708620780765347e-142,,,
English-UK,English-UK,10,C_MixedLM,age_x_COI,0.022124722793109983,0.005163486226365644,1.8286907891507505e-05,,,
English-UK,English-UK,10,C_MixedLM,age_x_R_within,-0.005273007936121039,0.0052725864144719985,0.31727182027632006,,,
English-UK,English-UK,10,C_MixedLM,age_x_COI_x_R_within,-0.002012854636765667,0.0050832023032176855,0.6921185941343172,,,
